-1341.4984702341844,3689.109446526045,2018-04-27 15:43:24.643088
-4866.950817233854,15112.443284086654,2018-04-27 15:43:24.921526
-7545.335444951168,25968.990301959613,2018-04-27 15:43:25.202387
-206147.42525032035,-48998.19819728082,2018-04-27 15:43:25.484795
24969.61403199323,7415.481390091518,2018-04-27 15:43:25.766866
247863.18058661956,-365115.700777648,2018-04-27 15:43:26.030864
529167.9566267239,-66571.26301462058,2018-04-27 15:43:26.302297
-286941.8084809132,-67155.98825466615,2018-04-27 15:43:26.578925
-3707.824824247713,69677.76504656425,2018-04-27 15:43:27.034640
145575.912090099,-97058.56552406038,2018-04-27 15:43:27.332856
-41083.50532114296,-10458.715027133687,2018-04-27 15:43:27.632550
27183.558051160104,-15661.26471320219,2018-04-27 15:43:27.930976
4164.008660833768,9.28699210095067,2018-04-27 15:43:28.223368
-603.8469903054606,-464.32784892727216,2018-04-27 15:43:28.537803
428.75216606360436,-169.12185131648585,2018-04-27 15:43:28.860892
2410.8764806480285,-985.4384463988221,2018-04-27 15:43:29.519257
1304.5758229964351,89.55043656456229,2018-04-27 15:43:29.845493
3549.8528105936825,-653.7707826777862,2018-04-27 15:43:30.167706
1253.18196943745,214.79804171430158,2018-04-27 15:43:30.503652
3334.9357558017236,201.84561261431395,2018-04-27 15:43:30.842437
1266.045786016447,232.98926912823242,2018-04-27 15:43:31.165291
1334.7017127280737,259.74728865230236,2018-04-27 15:43:31.475298
2321.4144674204176,273.7209789850663,2018-04-27 15:43:31.782851
-1742.3702564920006,423.5013812027804,2018-04-27 15:43:31.991322
1003.3482255064529,342.30323725306516,2018-04-27 15:43:32.623457
1660.3182538434878,147.47591773409772,2018-04-27 15:43:32.935151
2116.87448377601,-16.70733801945522,2018-04-27 15:43:33.268482
1284.793820546042,243.05558736162575,2018-04-27 15:43:33.588554
2247.3279132216917,-95.10141814270736,2018-04-27 15:43:33.896312
2584.7777100565645,-244.10739777181553,2018-04-27 15:43:34.203603
1284.7133649592577,166.54547153325564,2018-04-27 15:43:34.527766
1319.0542042044403,149.45902054119608,2018-04-27 15:43:34.847426
1266.3084648387853,189.9173626002194,2018-04-27 15:43:35.164274
1206.8439834125188,208.0210960032386,2018-04-27 15:43:35.484078
1885.633435924458,461.7041429939387,2018-04-27 15:43:35.806072
1148.616081746944,187.18830895471933,2018-04-27 15:43:36.143486
1835.1219736771836,446.7398304915142,2018-04-27 15:43:36.501187
1302.968487749587,218.82044511464062,2018-04-27 15:43:36.838101
1335.845494214808,238.0834998781011,2018-04-27 15:43:37.150141
2343.375920047143,257.80212989960876,2018-04-27 15:43:37.441921
1702.4854706121669,323.63239535560524,2018-04-27 15:43:37.740837
1444.9037921535673,258.7319915578298,2018-04-27 15:43:38.044440
1427.570854982749,230.20827388728404,2018-04-27 15:43:38.342098
2715.226966155584,131.55492187776304,2018-04-27 15:43:38.621765
2071.5005197571854,332.9250267763678,2018-04-27 15:43:38.890627
1274.192524804398,147.8319925816325,2018-04-27 15:43:39.178129
1790.969157492755,368.39652177831005,2018-04-27 15:43:39.464651
1774.4801333557666,346.76090099449635,2018-04-27 15:43:39.754247
1751.6367187660587,332.972595666252,2018-04-27 15:43:40.032483
1427.6704581305826,219.69214270282822,2018-04-27 15:43:40.301132
1408.9317121970594,209.7608653822707,2018-04-27 15:43:40.589069
1881.1398721665544,362.54528100752185,2018-04-27 15:43:40.870983
2379.0078241012316,207.95965411302714,2018-04-27 15:43:41.160060
1345.8107530198463,245.07491398709666,2018-04-27 15:43:41.449998
2496.5202456643074,-158.30612987360195,2018-04-27 15:43:41.730505
1246.8605672695571,226.3549411946145,2018-04-27 15:43:42.297559
2999.4903206598847,229.2078388143926,2018-04-27 15:43:42.573776
1302.4979923838407,241.53691924268117,2018-04-27 15:43:42.857318
1277.9863340861452,157.8891821817383,2018-04-27 15:43:43.126152
1050.0921035695474,80.75673132679097,2018-04-27 15:43:43.386784
3625.381490603367,-795.4817017745443,2018-04-27 15:43:43.644674
3061.201873448329,201.85031172980112,2018-04-27 15:43:44.183413
1839.5545854192694,426.89395690654976,2018-04-27 15:43:44.458704
2018.6152541591339,285.45113687029755,2018-04-27 15:43:44.733136
2740.4206022842136,-267.0387853050073,2018-04-27 15:43:45.015163
2465.1907552262674,206.9241228114242,2018-04-27 15:43:45.288306
2522.288631028249,-447.1170856532684,2018-04-27 15:43:45.570019
3039.9664570700234,229.2499013192058,2018-04-27 15:43:45.854586
1285.5542034334474,237.38372359441107,2018-04-27 15:43:46.130630
1796.5289540525666,306.3987602076211,2018-04-27 15:43:46.404483
1613.7880591641674,197.16711152608661,2018-04-27 15:43:46.677031
1396.9158681362492,363.01353062798273,2018-04-27 15:43:46.945402
1389.2334205491047,327.0972550464585,2018-04-27 15:43:47.469856
