73.9332408756022,81.52228658855512,841,67,
76.4857664452601,67.07220279358535,1241,43,
95.06576486808419,62.40010178335937,1541,17,
73.07787579579846,142.47175644102816,1676,118,
42.482012683414084,143.4917606899498,1669,240,
74.1340416003417,126.05002504110158,1669,400,
92.8037365383552,134.95363676651746,1669,551,
98.51734913988474,149.8758519083845,1004,357,
104.03846019109278,157.51960408461304,656,293,
99.2634026966451,154.33942132345882,341,256,
116.85093839276021,142.97492316508954,173,93,
123.28194769407051,145.5994515731134,108,281,
115.17299342940686,177.34252453501688,32,458,
114.80499162429979,183.88314765383757,286,505,
116.89749342064863,182.19836757974042,487,316,
108.97962536586948,182.04489019143844,121,76,
122.14056378838546,177.88660153315845,17,31,
109.99099728550183,185.97995181044797,17,231,
104.29878294183153,191.90802582732834,24,423,
109.67542366426294,199.97941704275914,24,514,
125.9185740843444,193.22819206816865,213,365,
126.29120772453456,182.78887094162747,436,271,
114.40589711280072,198.81911119598453,760,170,
104.10636666596366,197.62545922243677,1158,139,
102.28997588225943,191.76948507016,1454,136,
105.84506151420295,191.3826317368391,1681,71,
98.32094521097548,200.417280455828,1642,221,
91.50892928372873,203.54291720937448,1661,360,
94.35393668701195,210.23112637209002,1426,300,
95.17843585539997,211.50258563106757,1086,225,
99.52110281061582,207.76855717122572,801,185,
47.156044046865034,201.91319825477996,818,115,
97.08188874180425,205.4475464420086,807,43,
103.98449735174059,199.64974681879625,562,42,
88.12867632080761,178.91235810978696,1583,145,
88.43163182006055,196.23722571304907,1538,477,
107.77734918832782,64.46149582040397,158,234,
93.5069311484074,45.088980124235064,951,242,
