disgusted,2018-04-27 16:02:34.426643
disgusted,2018-04-27 16:02:34.494401
disgusted,2018-04-27 16:02:34.556192
disgusted,2018-04-27 16:02:34.624602
disgusted,2018-04-27 16:02:34.694632
disgusted,2018-04-27 16:02:34.755653
disgusted,2018-04-27 16:02:34.826268
disgusted,2018-04-27 16:02:34.893098
disgusted,2018-04-27 16:02:34.956525
disgusted,2018-04-27 16:02:35.026163
disgusted,2018-04-27 16:02:35.092683
disgusted,2018-04-27 16:02:35.157551
disgusted,2018-04-27 16:02:35.294192
disgusted,2018-04-27 16:02:35.426820
sad,2018-04-27 16:02:35.563030
sad,2018-04-27 16:02:35.693678
sad,2018-04-27 16:02:35.825435
sad,2018-04-27 16:02:35.958565
disgusted,2018-04-27 16:02:36.095934
sad,2018-04-27 16:02:36.224892
