disgusted,2018-04-27 16:02:17.171363
disgusted,2018-04-27 16:02:17.265376
disgusted,2018-04-27 16:02:17.325066
disgusted,2018-04-27 16:02:17.385351
disgusted,2018-04-27 16:02:17.446141
disgusted,2018-04-27 16:02:17.501242
disgusted,2018-04-27 16:02:17.558431
disgusted,2018-04-27 16:02:17.616727
disgusted,2018-04-27 16:02:17.675786
disgusted,2018-04-27 16:02:17.743972
disgusted,2018-04-27 16:02:17.807877
disgusted,2018-04-27 16:02:17.874935
disgusted,2018-04-27 16:02:17.943227
disgusted,2018-04-27 16:02:18.007563
sad,2018-04-27 16:02:18.074661
sad,2018-04-27 16:02:18.144013
sad,2018-04-27 16:02:18.210940
sad,2018-04-27 16:02:18.273830
disgusted,2018-04-27 16:02:18.344026
disgusted,2018-04-27 16:02:18.409834
sad,2018-04-27 16:02:18.473733
sad,2018-04-27 16:02:18.541427
disgusted,2018-04-27 16:02:18.608218
disgusted,2018-04-27 16:02:18.672721
disgusted,2018-04-27 16:02:18.743730
disgusted,2018-04-27 16:02:18.810938
disgusted,2018-04-27 16:02:18.873618
disgusted,2018-04-27 16:02:18.940465
disgusted,2018-04-27 16:02:19.008802
disgusted,2018-04-27 16:02:19.071932
disgusted,2018-04-27 16:02:19.140984
disgusted,2018-04-27 16:02:19.210409
disgusted,2018-04-27 16:02:19.271822
disgusted,2018-04-27 16:02:19.344990
disgusted,2018-04-27 16:02:19.409623
sad,2018-04-27 16:02:19.475623
disgusted,2018-04-27 16:02:19.539413
disgusted,2018-04-27 16:02:19.612199
disgusted,2018-04-27 16:02:19.671688
disgusted,2018-04-27 16:02:19.743812
disgusted,2018-04-27 16:02:19.809964
disgusted,2018-04-27 16:02:19.875452
disgusted,2018-04-27 16:02:19.941255
disgusted,2018-04-27 16:02:20.013800
disgusted,2018-04-27 16:02:20.079103
disgusted,2018-04-27 16:02:20.140386
disgusted,2018-04-27 16:02:20.213743
disgusted,2018-04-27 16:02:20.275502
disgusted,2018-04-27 16:02:20.343608
disgusted,2018-04-27 16:02:20.411901
disgusted,2018-04-27 16:02:20.480888
disgusted,2018-04-27 16:02:20.540547
disgusted,2018-04-27 16:02:20.612790
disgusted,2018-04-27 16:02:20.678868
disgusted,2018-04-27 16:02:20.743491
disgusted,2018-04-27 16:02:20.813335
disgusted,2018-04-27 16:02:20.880337
disgusted,2018-04-27 16:02:20.943481
disgusted,2018-04-27 16:02:21.012568
disgusted,2018-04-27 16:02:21.081793
disgusted,2018-04-27 16:02:21.139838
disgusted,2018-04-27 16:02:21.211430
disgusted,2018-04-27 16:02:21.280077
disgusted,2018-04-27 16:02:21.341709
disgusted,2018-04-27 16:02:21.412622
disgusted,2018-04-27 16:02:21.481854
disgusted,2018-04-27 16:02:21.542616
disgusted,2018-04-27 16:02:21.615706
disgusted,2018-04-27 16:02:21.679579
disgusted,2018-04-27 16:02:21.743781
disgusted,2018-04-27 16:02:21.813911
disgusted,2018-04-27 16:02:21.881138
sad,2018-04-27 16:02:21.948103
sad,2018-04-27 16:02:22.012075
disgusted,2018-04-27 16:02:22.080504
disgusted,2018-04-27 16:02:22.149013
disgusted,2018-04-27 16:02:22.211925
disgusted,2018-04-27 16:02:22.280579
disgusted,2018-04-27 16:02:22.347623
disgusted,2018-04-27 16:02:22.410742
disgusted,2018-04-27 16:02:22.480483
disgusted,2018-04-27 16:02:22.548812
disgusted,2018-04-27 16:02:22.609376
disgusted,2018-04-27 16:02:22.679485
disgusted,2018-04-27 16:02:22.747733
disgusted,2018-04-27 16:02:22.810159
disgusted,2018-04-27 16:02:22.882435
disgusted,2018-04-27 16:02:22.949523
disgusted,2018-04-27 16:02:23.010555
disgusted,2018-04-27 16:02:23.081373
disgusted,2018-04-27 16:02:23.146911
disgusted,2018-04-27 16:02:23.211632
disgusted,2018-04-27 16:02:23.280109
sad,2018-04-27 16:02:23.347545
disgusted,2018-04-27 16:02:23.411953
sad,2018-04-27 16:02:23.479788
sad,2018-04-27 16:02:23.548408
sad,2018-04-27 16:02:23.610204
sad,2018-04-27 16:02:23.680331
disgusted,2018-04-27 16:02:23.747582
disgusted,2018-04-27 16:02:23.816376
sad,2018-04-27 16:02:23.877464
disgusted,2018-04-27 16:02:23.947617
sad,2018-04-27 16:02:24.015477
disgusted,2018-04-27 16:02:24.077992
disgusted,2018-04-27 16:02:24.147756
disgusted,2018-04-27 16:02:24.216250
disgusted,2018-04-27 16:02:24.277480
disgusted,2018-04-27 16:02:24.349269
disgusted,2018-04-27 16:02:24.415319
disgusted,2018-04-27 16:02:24.477563
disgusted,2018-04-27 16:02:24.547820
disgusted,2018-04-27 16:02:24.615232
disgusted,2018-04-27 16:02:24.679156
disgusted,2018-04-27 16:02:24.746253
disgusted,2018-04-27 16:02:24.816048
disgusted,2018-04-27 16:02:24.878469
disgusted,2018-04-27 16:02:24.950550
disgusted,2018-04-27 16:02:25.016830
disgusted,2018-04-27 16:02:25.078574
disgusted,2018-04-27 16:02:25.150018
disgusted,2018-04-27 16:02:25.216274
disgusted,2018-04-27 16:02:25.279319
disgusted,2018-04-27 16:02:25.348516
disgusted,2018-04-27 16:02:25.416180
disgusted,2018-04-27 16:02:25.477703
disgusted,2018-04-27 16:02:25.547221
disgusted,2018-04-27 16:02:25.616980
disgusted,2018-04-27 16:02:25.684565
disgusted,2018-04-27 16:02:25.747282
disgusted,2018-04-27 16:02:25.816022
disgusted,2018-04-27 16:02:25.884647
disgusted,2018-04-27 16:02:25.945715
disgusted,2018-04-27 16:02:26.014671
disgusted,2018-04-27 16:02:26.084362
disgusted,2018-04-27 16:02:26.144509
disgusted,2018-04-27 16:02:26.215244
disgusted,2018-04-27 16:02:26.283904
disgusted,2018-04-27 16:02:26.344552
sad,2018-04-27 16:02:26.414761
disgusted,2018-04-27 16:02:26.485062
sad,2018-04-27 16:02:26.547120
disgusted,2018-04-27 16:02:26.616497
sad,2018-04-27 16:02:26.683114
sad,2018-04-27 16:02:26.748683
disgusted,2018-04-27 16:02:26.815475
disgusted,2018-04-27 16:02:26.885097
sad,2018-04-27 16:02:26.947206
disgusted,2018-04-27 16:02:27.017338
sad,2018-04-27 16:02:27.083425
sad,2018-04-27 16:02:27.148011
sad,2018-04-27 16:02:27.217639
sad,2018-04-27 16:02:27.285380
sad,2018-04-27 16:02:27.347618
sad,2018-04-27 16:02:27.417328
disgusted,2018-04-27 16:02:27.484741
disgusted,2018-04-27 16:02:27.551625
disgusted,2018-04-27 16:02:27.613933
disgusted,2018-04-27 16:02:28.015901
disgusted,2018-04-27 16:02:28.084287
sad,2018-04-27 16:02:28.152514
sad,2018-04-27 16:02:28.216193
sad,2018-04-27 16:02:28.281654
disgusted,2018-04-27 16:02:29.039944
disgusted,2018-04-27 16:02:29.097558
disgusted,2018-04-27 16:02:29.154087
disgusted,2018-04-27 16:02:29.211389
disgusted,2018-04-27 16:02:29.373248
disgusted,2018-04-27 16:02:29.573933
disgusted,2018-04-27 16:02:29.629881
disgusted,2018-04-27 16:02:29.722479
disgusted,2018-04-27 16:02:30.208278
disgusted,2018-04-27 16:02:30.934964
disgusted,2018-04-27 16:02:30.993183
disgusted,2018-04-27 16:02:31.051239
disgusted,2018-04-27 16:02:31.148411
disgusted,2018-04-27 16:02:31.283401
disgusted,2018-04-27 16:02:31.339814
disgusted,2018-04-27 16:02:31.747953
sad,2018-04-27 16:02:32.225344
sad,2018-04-27 16:02:32.286339
sad,2018-04-27 16:02:32.347679
sad,2018-04-27 16:02:32.407385
sad,2018-04-27 16:02:32.469444
disgusted,2018-04-27 16:02:32.531454
disgusted,2018-04-27 16:02:32.592703
sad,2018-04-27 16:02:32.653907
sad,2018-04-27 16:02:32.711196
sad,2018-04-27 16:02:32.806151
sad,2018-04-27 16:02:32.861899
sad,2018-04-27 16:02:32.953571
sad,2018-04-27 16:02:33.010393
sad,2018-04-27 16:02:33.068756
sad,2018-04-27 16:02:33.126161
sad,2018-04-27 16:02:33.185251
disgusted,2018-04-27 16:02:33.243449
disgusted,2018-04-27 16:02:33.300633
disgusted,2018-04-27 16:02:33.357813
disgusted,2018-04-27 16:02:33.416941
disgusted,2018-04-27 16:02:33.476517
disgusted,2018-04-27 16:02:33.537556
disgusted,2018-04-27 16:02:33.596771
disgusted,2018-04-27 16:02:33.658407
disgusted,2018-04-27 16:02:33.718997
disgusted,2018-04-27 16:02:33.776588
sad,2018-04-27 16:02:33.833192
sad,2018-04-27 16:02:33.889837
disgusted,2018-04-27 16:02:33.951879
sad,2018-04-27 16:02:34.025833
disgusted,2018-04-27 16:02:34.093845
disgusted,2018-04-27 16:02:34.156137
disgusted,2018-04-27 16:02:34.226147
disgusted,2018-04-27 16:02:34.291666
disgusted,2018-04-27 16:02:34.354371
